currency,train_start,forecast_actual,volatility,actual_val,num_forecast_vals,mspe,mae,mape,pm,optimal_p,optimal_q,optimal_d,optimal_aic
dji,2/2/2018,26067.55737,381.716054,25520.96094,1,298767.661,546.5964334,0.021417549,Inf,4,5,0,-239.9383775
bitcoin,2/2/2018,9170.54,2445.455743,8830.75,1,115457.2441,339.79,0.038478045,Inf,0,0,1,-71.62511413
ethereum,2/2/2018,1052.191056,290.7598683,915.78,1,18607.97618,136.4110559,0.148956142,Inf,1,0,0,-66.97580617
dji,2/3/2018,25587.22278,491.7121444,24345.75,1,1541254.662,1241.47278,0.050993409,Inf,5,5,0,-226.4468813
bitcoin,2/3/2018,8830.75,2361.555558,9174.91,1,118446.1056,344.16,0.037510995,Inf,0,0,1,-71.46105731
ethereum,2/3/2018,945.7776316,263.5349719,964.02,1,332.7840047,18.2423684,0.018923226,Inf,1,1,0,-63.78870808
dji,2/4/2018,23938.41936,748.8881179,24345.75,1,165918.2516,407.3306416,0.016731078,Inf,4,5,0,-198.944807
bitcoin,2/4/2018,9174.91,2351.75955,8277.01,1,806224.41,897.9,0.108481203,Inf,0,0,1,-73.9057672
ethereum,2/4/2018,1037.492448,286.7546612,834.68,1,41132.88899,202.8124478,0.242982278,Inf,1,1,0,-64.30276142
dji,2/5/2018,24587.24658,785.3295659,24345.75,1,58320.59893,241.4965816,0.009919455,Inf,5,5,0,-196.7525619
bitcoin,2/5/2018,8277.01,2211.222601,6955.27,1,1746996.628,1321.74,0.190034319,Inf,0,0,1,-71.51968538
ethereum,2/5/2018,834.68,274.2508348,697.95,1,18695.0929,136.73,0.195902285,Inf,0,0,1,-59.60468478
dji,2/6/2018,23854.89281,755.181347,24912.76953,1,1119103.145,1057.876715,0.042463232,Inf,5,5,0,-196.400637
bitcoin,2/6/2018,6955.27,2034.611273,7754,1,637969.6129,798.73,0.10300877,Inf,0,0,1,-66.29052328
ethereum,2/6/2018,697.95,241.4300759,793.12,1,9057.3289,95.17,0.119994452,Inf,0,0,1,-56.64899129
dji,2/7/2018,25736.49732,853.5279041,24893.34961,1,710898.0604,843.1477097,0.0338704,Inf,5,5,0,-193.6223174
bitcoin,2/7/2018,7754,2303.484215,7621.3,1,17609.29,132.7,0.017411728,Inf,0,0,1,-65.40317933
ethereum,2/7/2018,793.12,284.2906035,757.07,1,1299.6025,36.05,0.04761779,Inf,0,0,1,-54.60563089
dji,2/8/2018,25200.22129,870.4193778,23860.46094,1,1794957.784,1339.760346,0.05614981,Inf,4,5,0,-192.3716802
bitcoin,2/8/2018,7621.3,2255.817052,8265.59,1,415109.6041,644.29,0.077948459,Inf,0,0,1,-65.61327988
ethereum,2/8/2018,757.07,263.7606768,817.81,1,3689.3476,60.74,0.07427153,Inf,0,0,1,-56.23813536
dji,2/9/2018,23967.39735,962.1734915,24190.90039,1,49953.60782,223.5030376,0.009239137,Inf,5,5,0,-183.0541183
bitcoin,2/9/2018,8265.59,2490.66392,8736.98,1,222208.5321,471.39,0.053953426,Inf,0,0,1,-64.58365631
ethereum,2/9/2018,817.81,287.9359013,883.87,1,4363.9236,66.06,0.074739498,Inf,0,0,1,-55.63399479
dji,2/10/2018,24860.35002,988.4867486,24601.26953,1,67122.7017,259.0804927,0.010531184,Inf,3,5,0,-183.4227696
bitcoin,2/10/2018,8736.98,2560.377852,8621.9,1,13243.4064,115.08,0.013347406,Inf,0,0,1,-66.18771458
ethereum,2/10/2018,883.87,310.5287089,860.41,1,550.3716,23.46,0.027266071,Inf,0,0,1,-55.75694923
dji,2/11/2018,25024.91679,999.7283407,24601.26953,1,179477.0016,423.6472608,0.017220545,Inf,5,5,0,-183.2120971
bitcoin,2/11/2018,8621.9,2514.077968,8129.97,1,241995.1249,491.93,0.060508218,Inf,0,0,1,-66.47508281
ethereum,2/11/2018,860.41,296.4173879,814.66,1,2093.0625,45.75,0.056158397,Inf,0,0,1,-56.88292288
dji,2/12/2018,24598.08791,1050.52526,24601.26953,1,10.12269011,3.181617531,0.000129327,Inf,3,5,0,-180.7604142
bitcoin,2/12/2018,8129.97,2391.028212,8926.57,1,634571.56,796.6,0.089239204,Inf,0,0,1,-65.98177309
ethereum,2/12/2018,814.66,277.0897888,868.71,1,2921.4025,54.05,0.062218692,Inf,0,0,1,-57.61758101
dji,2/13/2018,24406.9709,1040.842667,24640.44922,1,54512.12514,233.4783183,0.009475408,Inf,3,5,0,-180.8107189
bitcoin,2/13/2018,8926.57,2681.724615,8598.31,1,107754.6276,328.26,0.03817727,Inf,0,0,1,-64.75753473
ethereum,2/13/2018,868.71,297.9917591,845.26,1,549.9025,23.45,0.027742943,Inf,0,0,1,-57.13009428
dji,2/14/2018,24766.39747,1004.011447,24893.49023,1,16152.57081,127.0927646,0.005105462,Inf,4,5,0,-180.3505124
bitcoin,2/14/2018,8598.31,2593.798607,9494.63,1,803389.5424,896.32,0.094402836,Inf,0,0,1,-64.51978035
ethereum,2/14/2018,845.26,288.3305659,923.56,1,6130.89,78.3,0.084780631,Inf,0,0,1,-57.45139891
dji,2/15/2018,25147.14564,1075.688524,25200.36914,1,2832.741174,53.22350209,0.002112013,Inf,4,5,0,-180.9355867
bitcoin,2/15/2018,9494.63,2651.328238,10166.4,1,451274.9329,671.77,0.066077471,Inf,0,0,1,-68.96774453
ethereum,2/15/2018,923.56,289.3927352,936.98,1,180.0964,13.42,0.014322611,Inf,0,0,1,-62.33335834
dji,2/16/2018,25105.43565,1049.737292,25219.38086,1,12983.51001,113.9452062,0.00451816,Inf,5,5,0,-181.8755448
bitcoin,2/16/2018,10166.4,2877.397343,10233.9,1,4556.25,67.5,0.006595726,Inf,0,0,1,-68.19192224
ethereum,2/16/2018,941.9562052,278.0553972,944.21,1,5.07959119,2.253794842,0.002386964,Inf,1,0,0,-62.69678875
dji,2/17/2018,25419.09907,964.5849734,24964.75,1,206433.0746,454.3490669,0.018199624,Inf,5,4,0,-183.2607375
bitcoin,2/17/2018,10233.9,2890.724213,11112.7,1,772289.44,878.8,0.079080691,Inf,0,0,1,-68.30697018
ethereum,2/17/2018,948.1589318,279.8048236,974.12,1,673.9770609,25.96106818,0.026650791,Inf,1,0,0,-62.7095016
dji,2/18/2018,25090.46479,1063.553046,24964.75,1,15804.20952,125.7147944,0.005035692,Inf,5,5,0,-181.3025302
bitcoin,2/18/2018,11112.7,3208.492523,10551.8,1,314608.81,560.9,0.053156807,Inf,0,0,1,-67.04462627
ethereum,2/18/2018,973.1081807,287.7401188,923.92,1,2419.477123,49.18818072,0.053238571,Inf,1,0,0,-62.60067987
dji,2/19/2018,25122.63979,1059.458636,24964.75,1,24929.18573,157.8897898,0.006324509,Inf,4,5,0,-181.2976796
bitcoin,2/19/2018,10551.8,2962.441353,11225.3,1,453602.25,673.5,0.059998396,Inf,0,0,1,-68.65754793
ethereum,2/19/2018,923.92,282.1954063,943.87,1,398.0025,19.95,0.021136385,Inf,0,0,1,-63.80506127
