class,rsi,adx,trend,preds,buy_sell,Date,Open,High,Low,Close,Volume,profits,,,,buy_thresh,0.65
1,22.41818238,28.29164963,-5453.487376,0.759936273,1,1/20/2018,11656.2,13103,11656.2,12899.2,11801700000,1243,,,,,
0,41.2612116,28.38744087,-3855.343481,0.589806199,0,1/21/2018,12889.2,12895.9,11288.2,11600.1,9935180000,0,,,,,
0,33.88868326,28.65287917,-4860.353342,0.792460442,1,1/22/2018,11633.1,11966.4,10240.2,10931.4,10537400000,-701.7,,,,,
0,30.80275817,29.37084987,-5246.726808,0.792460442,1,1/23/2018,10944.5,11377.6,10129.7,10868.4,9660610000,-76.1,,,,,
1,30.59061178,30.08534204,-5038.693336,0.792460442,1,1/24/2018,10903.4,11501.4,10639.8,11359.4,9940990000,456,,,,,
0,37.42436022,30.61935404,-4287.501202,0.792460442,1,1/25/2018,11421.7,11785.7,11057.4,11259.4,8873170000,-162.3,,,,,
0,37.46205886,30.80909895,-4137.716754,0.792460442,1,1/26/2018,11256,11656.7,10470.3,11171.4,9746200000,-84.6,,,,,
1,36.59259986,31.29411316,-3985.923684,0.792460442,1,1/27/2018,11174.9,11614.9,10989.2,11440.7,7583270000,265.8,,,,,
1,42.16410326,31.7444835,-3486.422337,0.589806199,0,1/28/2018,11475.3,12040.3,11475.3,11786.3,8350360000,0,,,,,
0,50.1371029,31.65514493,-2919.829043,0.587637842,0,1/29/2018,11755.5,11875.6,11179.2,11296.4,7107360000,0,,,,,
0,44.69277115,31.75720378,-3197.575481,0.589806199,0,1/30/2018,11306.8,11307.2,10036.2,10106.3,8637860000,0,,,,,
1,32.26193048,32.49311814,-4184.008062,0.792460442,1,1/31/2018,10108.2,10381.6,9777.42,10221.1,8041160000,112.9,,,,,
0,33.38281879,33.30753541,-3873.68734,0.831810236,1,2/1/2018,10237.3,10288.8,8812.28,9170.54,9959400000,-1066.76,,,,,
0,23.39935702,34.51601451,-4736.547446,0.759936273,1,2/2/2018,9142.28,9142.28,7796.49,8830.75,12726900000,-311.53,,,,,
1,19.65197252,36.04134341,-4770.648999,0.759936273,1,2/3/2018,8852.12,9430.75,8251.63,9174.91,7263790000,322.79,,,,,
0,25.44967146,37.08453324,-3962.096279,0.831810236,1,2/4/2018,9175.7,9334.87,8031.22,8277.01,7073550000,-898.69,,,,,
0,20.01844634,38.14782973,-4432.754977,0.759936273,1,2/5/2018,8270.54,8364.84,6756.68,6955.27,9285290000,-1315.27,,,,,
1,14.13913565,39.62647972,-5361.432979,0.813023031,1,2/6/2018,7051.75,7850.7,6048.26,7754,13999800000,702.25,,,,,
0,26.74386117,41.23158649,-4006.700681,0.831810236,1,2/7/2018,7755.49,8509.11,7236.79,7621.3,9169280000,-134.19,,,,,
1,25.58283541,41.8740681,-3453.907799,0.831810236,1,2/8/2018,7637.86,8558.77,7637.86,8265.59,9346750000,627.73,,,,,
1,35.62194672,42.40720248,-2206.384063,0.831810236,1,2/9/2018,8271.84,8736.98,7884.71,8736.98,6784820000,465.14,,,,,
0,42.59410468,42.66391912,-1204.148376,0.697552085,1,2/10/2018,8720.08,9122.55,8295.47,8621.9,7780960000,-98.18,,,,,
0,42.43841327,42.38624783,-852.0841707,0.697552085,1,2/11/2018,8616.13,8616.13,7931.1,8129.97,6122190000,-486.16,,,,,
1,38.73245846,42.33808194,-992.58,0.756603897,1,2/12/2018,8141.43,8985.92,8141.43,8926.57,6256440000,785.14,,,,,
0,51.49752531,41.78934099,-59.35,0.449372739,0,2/13/2018,8926.72,8958.47,8455.41,8598.31,5696720000,0,,,,,
1,49.63079906,41.27979582,-387.61,0.635449648,0,2/14/2018,8599.92,9518.54,8599.92,9494.63,7909820000,0,,,,,
1,61.17751579,40.03306812,3446.37,0.427087754,0,2/15/2018,9488.32,10234.8,9395.58,10166.4,9062540000,0,,,,,
1,69.23494319,37.99337078,4118.14,0.407636851,0,2/16/2018,10135.7,10324.1,9824.82,10233.9,7296160000,0,,,,,
1,71.76727116,35.9941592,4018.1784,0.407636851,0,2/17/2018,10207.5,11139.5,10149.4,11112.7,8660880000,0,,,,,
0,79.43335971,33.61203559,4650.475696,0.45575881,0,2/18/2018,11123.4,11349.8,10326,10551.8,8744010000,0,,,,,
1,71.3497217,31.61527907,3715.39364,0.407636851,0,2/19/2018,10552.6,11273.8,10513.2,11225.3,7652090000,0,,,,,
1,76.92094295,29.76114802,3937.554276,0.431843221,0,2/20/2018,11231.8,11958.5,11231.8,11403.7,9926540000,0,,,,,
