date,bitcoin_price_Open,bitcoin_price_High,bitcoin_price_Low,bitcoin_price_Close,bitcoin_price_Volume,bitcoin_price_Market.Cap,dash_price_Open,dash_price_High,dash_price_Low,dash_price_Close,dash_price_Volume,dash_price_Market.Cap,ethereum_price_Open,ethereum_price_High,ethereum_price_Low,ethereum_price_Close,ethereum_price_Volume,ethereum_price_Market.Cap,iota_price_Open,iota_price_High,iota_price_Low,iota_price_Close,iota_price_Volume,iota_price_Market.Cap,litecoin_price_Open,litecoin_price_High,litecoin_price_Low,litecoin_price_Close,litecoin_price_Volume,litecoin_price_Market.Cap,monero_price_Open,monero_price_High,monero_price_Low,monero_price_Close,monero_price_Volume,monero_price_Market.Cap,nem_price_Open,nem_price_High,nem_price_Low,nem_price_Close,nem_price_Volume,nem_price_Market.Cap,neo_price_Open,neo_price_High,neo_price_Low,neo_price_Close,neo_price_Volume,neo_price_Market.Cap,numeraire_price_Open,numeraire_price_High,numeraire_price_Low,numeraire_price_Close,numeraire_price_Volume,numeraire_price_Market.Cap,omisego_price_Open,omisego_price_High,omisego_price_Low,omisego_price_Close,omisego_price_Volume,omisego_price_Market.Cap,qtum_price_Open,qtum_price_High,qtum_price_Low,qtum_price_Close,qtum_price_Volume,qtum_price_Market.Cap,ripple_price_Open,ripple_price_High,ripple_price_Low,ripple_price_Close,ripple_price_Volume,ripple_price_Market.Cap,stratis_price_Open,stratis_price_High,stratis_price_Low,stratis_price_Close,stratis_price_Volume,stratis_price_Market.Cap,waves_price_Open,waves_price_High,waves_price_Low,waves_price_Close,waves_price_Volume,waves_price_Market.Cap,vix_Open,vix_High,vix_Low,vix_Close,gold_USD,gold_EURO,gold_JPY,gold_GBP,crude_oil_WTI,crude_oil_Brent,dji_Open,dji_High,dji_Low,dji_Close,dji_Volume,nasdaq_Open,nasdaq_High,nasdaq_Low,nasdaq_Close,nasdaq_Volume,usepunidexd
7/30/16,657.01,658.22,654.21,655.05,38456100,10370100000,9.45,9.48,9.19,9.22,275617,62575400,12.8,12.8,12.46,12.46,9047810,1055410000,NA,NA,NA,NA,NA,NA,4.08,4.09,4.06,4.06,1388580,191389000,1.91,1.94,1.87,1.91,71012,23864700,0.006589,0.00677,0.006559,0.006726,87991,59304900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006112,0.006164,0.006107,0.006121,442025,217281000,NA,NA,NA,NA,NA,NA,0.191747,0.194696,0.183855,0.185351,30568,19174700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.53
7/29/16,655.11,657.8,654.79,656.99,60703500,10338900000,9.32,9.47,9.3,9.46,212714,61710300,12.84,12.87,12.55,12.79,14082300,1058220000,NA,NA,NA,NA,NA,NA,3.97,4.1,3.96,4.08,1744370,186270000,1.85,1.95,1.82,1.89,106495,23201700,0.006627,0.006657,0.006533,0.006589,65604,59642700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005974,0.006112,0.005969,0.006111,779667,212370000,NA,NA,NA,NA,NA,NA,0.176242,0.195024,0.174127,0.191743,52603,17624200,12.85,12.9,11.77,11.87,1342.00,1200.09,137534.85,1010.77,41.54,40.76,18442.51953,18466.55078,18371.11914,18432.24023,111550000,5162.15,5175.81,5140.05,5162.13,2072640000,78.16
7/28/16,654.49,657.6,654.49,655.03,86428400,10328100000,9.15,9.35,9.15,9.31,237187,60591800,12.98,12.99,12.49,12.84,24603900,1069560000,NA,NA,NA,NA,NA,NA,3.97,3.99,3.96,3.97,1728410,185791000,1.94,1.95,1.83,1.85,190937,24317300,0.006627,0.006706,0.00653,0.006628,132462,59639600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005973,0.005986,0.005947,0.005974,1264650,212328000,NA,NA,NA,NA,NA,NA,0.182168,0.195806,0.170355,0.176222,79472,18216800,12.51,13.52,12.36,12.72,1341.75,1210.58,140662.35,1022.40,41.13,41.87,18461.00977,18483.25977,18368.82031,18456.34961,85750000,5144.82,5160.16,5130.75,5154.98,1950910000,76.37
7/27/16,651.63,657.46,648.45,654.35,147461000,10281900000,8.9,9.33,8.77,9.15,378749,58881400,12.05,13.31,11.84,12.97,58278800,992645000,NA,NA,NA,NA,NA,NA,3.96,3.99,3.93,3.96,1847300,185692000,1.83,1.95,1.76,1.94,257870,22861700,0.006569,0.006982,0.006538,0.006644,304369,59122000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005996,0.006008,0.005954,0.005969,1370090,213166000,NA,NA,NA,NA,NA,NA,0.173306,0.201714,0.160178,0.18213,211513,17330600,12.61,13.74,12.5,12.83,1329.00,1209.34,140408.84,1013.38,41.9,42.78,18473.26953,18542.39063,18430.93945,18472.16992,111370000,5143.84,5151.06,5120.66,5139.81,2122250000,122.84
7/26/16,654.23,656.23,645.88,651.78,225135000,10321900000,9.15,9.21,8.63,8.86,531920,60513500,13.82,13.85,11.73,11.99,94428800,1137660000,NA,NA,NA,NA,NA,NA,4.04,4.05,3.93,3.97,2545920,189020000,1.85,1.86,1.7,1.83,268872,23060800,0.00696,0.007045,0.006387,0.006586,437248,62637000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006246,0.00625,0.005983,0.005998,1547830,222062000,NA,NA,NA,NA,NA,NA,0.202035,0.206354,0.171409,0.173442,199906,20203500,12.88,13.5,12.8,13.05,1323.00,1204.42,138445.32,1008.65,42.16,43.56,18497.36914,18522.4707,18387.2207,18473.75,85370000,5095.61,5122.30,5084.18,5110.05,2038060000,56.40
7/25/16,661.26,661.83,653.39,654.1,78176500,10431900000,9.24,9.27,8.99,9.13,314414,61086400,12.74,13.86,12.68,13.84,36673800,1048920000,NA,NA,NA,NA,NA,NA,4.07,4.08,4.03,4.03,1535980,190621000,1.86,1.89,1.82,1.85,94316,23229400,0.00686,0.007039,0.006706,0.00701,191396,61739600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006293,0.006297,0.006225,0.006246,881632,223721000,NA,NA,NA,NA,NA,NA,0.20216,0.211934,0.193596,0.201996,115927,20216000,12.64,13.72,12.39,12.87,1313.15,1196.60,139305.50,1000.46,42.4,43.76,18554.49023,18555.68945,18452.61914,18493.06055,76810000,5096.99,5100.72,5082.66,5097.63,1770620000,78.34
7/24/16,655.41,663.11,652.79,661.28,118184000,10338600000,9.36,9.78,9.21,9.21,370757,61901200,14.3,14.44,12.32,12.75,77750800,1176250000,NA,NA,NA,NA,NA,NA,4.06,4.08,4.04,4.07,1839420,190145000,1.9,1.94,1.83,1.88,161485,23663800,0.007226,0.007226,0.006758,0.006881,227133,65035800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006328,0.006333,0.006228,0.006286,315687,224965000,NA,NA,NA,NA,NA,NA,0.201416,0.207514,0.192366,0.202169,136512,20141600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.34
7/23/16,650.73,656.37,648.52,655.56,69532200,10263700000,9.27,9.47,9.07,9.31,435897,61282500,14.67,14.9,14.05,14.3,32489700,1206190000,NA,NA,NA,NA,NA,NA,4.04,4.06,4.03,4.06,1568890,189102000,1.83,1.91,1.81,1.89,132721,22802400,0.006742,0.007639,0.006685,0.007226,651708,60675500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006303,0.006335,0.00627,0.006317,356569,224076000,NA,NA,NA,NA,NA,NA,0.191232,0.207658,0.191004,0.201458,48054,19123200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.99
7/22/16,664.92,666.58,646.72,650.62,134169000,10486600000,8.95,9.55,8.89,9.25,867493,59167400,12.66,14.81,12.54,14.66,74779500,1040640000,NA,NA,NA,NA,NA,NA,4.13,4.14,4.03,4.04,2677970,192936000,1.73,1.85,1.72,1.83,183573,21524900,0.006843,0.006926,0.006391,0.00673,469661,61584000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006417,0.006423,0.006303,0.006303,780192,228111000,NA,NA,NA,NA,NA,NA,0.206324,0.214123,0.19099,0.191196,102240,20632400,12.8,12.88,11.97,12.02,1320.75,1203.14,140349.50,1009.44,43.41,44.24,18524.15039,18571.30078,18491.58984,18570.84961,87710000,5078.12,5103.52,5064.11,5100.16,1639000000,59.24
7/21/16,665.23,666.22,660.41,665.01,60491800,10490300000,8.43,9.06,8.32,8.96,435825,55692500,12.46,12.71,11.99,12.65,24636900,1.02E+09,NA,NA,NA,NA,NA,NA,4.13,4.14,4.11,4.12,1422410,193228000,1.77,1.81,1.72,1.74,143002,22060100,0.007215,0.00728,0.00667,0.006802,345004,64930600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00639,0.006564,0.006374,0.006416,811193,226463000,NA,NA,NA,NA,NA,NA,0.211095,0.218892,0.203207,0.206353,93206,21109500,11.8,13.06,11.69,12.74,1321.15,1201.26,140484.46,999.55,43.96,44.99,18589.96094,18590.43945,18469.66992,18517.23047,86800000,5093.97,5102.78,5061.11,5073.90,1880310000,37.63
7/20/16,672.81,672.93,663.36,665.68,94636400,10608600000,8.53,8.57,8.31,8.44,287009,56317100,11.59,12.99,11.57,12.45,60226100,952143000,NA,NA,NA,NA,NA,NA,4.15,4.16,4.11,4.13,1908710,193958000,1.9,1.93,1.73,1.76,368224,23690500,0.006756,0.00735,0.006725,0.007206,404954,60800600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006404,0.006422,0.00638,0.006395,790117,226959000,NA,NA,NA,NA,NA,NA,0.209238,0.219466,0.207859,0.211235,70378,20923800,11.94,11.97,11.4,11.77,1315.90,1195.24,140439.41,998.56,44.96,45.82,18582.69922,18622.00977,18555.65039,18595.0293,93230000,5061.60,5098.25,5053.92,5089.93,1877330000,45.87
7/19/16,672.74,673.28,667.63,672.86,61203300,10606500000,8.22,8.57,8.18,8.5,410793,54269700,11.05,12.01,11.01,11.62,21730000,907135000,NA,NA,NA,NA,NA,NA,4.15,4.17,4.14,4.15,1563330,194028000,1.95,1.96,1.85,1.9,206251,24268200,0.007556,0.007556,0.006501,0.006758,775842,68000700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006479,0.006485,0.006397,0.006405,550843,229590000,NA,NA,NA,NA,NA,NA,0.224835,0.229331,0.201258,0.209255,168579,22483500,12.53,12.83,11.94,11.97,1330.90,1208.65,141574.48,1013.17,44.64,45.7,18503.11914,18562.5293,18495.10938,18559.00977,85840000,5038.22,5052.24,5028.24,5036.37,1694740000,39.89
7/18/16,679.81,681.55,668.63,673.11,69465000,10716800000,8.15,8.29,8.1,8.22,273466,53774400,11.17,11.61,10.95,11.03,15931900,917151000,NA,NA,NA,NA,NA,NA,4.2,4.2,4.14,4.15,1577810,196145000,1.99,2.02,1.94,1.95,108747,24730000,0.0077,0.007771,0.00746,0.007542,196177,69302900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006538,0.00654,0.006481,0.006482,442793,231705000,NA,NA,NA,NA,NA,NA,0.197136,0.226103,0.195839,0.217987,132592,19713600,12.75,13.12,12.33,12.44,1334.70,1206.18,141298.00,1004.82,45.23,45.35,18521.55078,18556.13086,18489.83984,18533.05078,75540000,5034.99,5063.53,5030.13,5055.78,1585570000,112.79
7/17/16,661.99,682.37,661.99,679.46,74407900,10434700000,8.25,8.33,8.06,8.12,248488,54402400,11.62,11.67,11.01,11.16,17921600,953762000,NA,NA,NA,NA,NA,NA,4.14,4.21,4.13,4.19,2155230,193199000,1.98,2.01,1.95,1.99,167463,24567700,0.007904,0.007973,0.007626,0.00772,352705,71140300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006571,0.006591,0.006516,0.006538,529265,232855000,NA,NA,NA,NA,NA,NA,0.193859,0.200658,0.189954,0.197031,60718,19385900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.45
7/16/16,663.78,666.46,659.33,660.77,50330200,10461700000,8.09,8.34,8.06,8.26,284036,53338100,11.92,11.94,11.59,11.65,10445700,977658000,NA,NA,NA,NA,NA,NA,4.15,4.16,4.11,4.13,1378140,193834000,2,2.02,1.97,1.98,69994,24821700,0.008115,0.008312,0.007863,0.007903,301630,73032200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006442,0.006572,0.00644,0.006572,659904,228282000,NA,NA,NA,NA,NA,NA,0.205082,0.208358,0.191542,0.193542,36851,20508200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.55
7/15/16,659.17,667.08,659.04,663.25,81673100,10387900000,7.73,8.34,7.69,8.09,365346,50959600,11.5,12.43,11.49,11.95,26838900,942817000,NA,NA,NA,NA,NA,NA,4.15,4.18,4.15,4.16,1668020,193859000,2.01,2.03,1.94,1.99,189098,24905300,0.008092,0.008341,0.007994,0.008158,458812,72828300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006388,0.006452,0.006388,0.006442,753167,226387000,NA,NA,NA,NA,NA,NA,0.196625,0.210447,0.188917,0.204921,115159,19662500,13.12,13.22,12.27,12.67,1327.00,1198.68,140403.23,1002.72,45.93,46.25,18508.88086,18557.42969,18471.61914,18516.55078,123690000,5041.19,5044.81,5018.52,5029.59,1610300000,34.40
7/14/16,652.92,662.9,652.92,658.08,98511400,10288400000,7.86,7.91,7.7,7.75,194024,51797100,10.6,11.68,10.6,11.51,23621900,868509000,NA,NA,NA,NA,NA,NA,4.14,4.18,4.12,4.15,1663660,193166000,1.94,2.03,1.93,2.01,172552,24010100,0.008694,0.008855,0.007394,0.008096,894330,78243100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006408,0.006425,0.006377,0.006385,682894,226514000,NA,NA,NA,NA,NA,NA,0.193206,0.20317,0.181674,0.196309,154375,19320600,12.5,13.37,12.14,12.82,1323.60,1191.95,139447.86,993.40,45.64,46.01,18414.30078,18537.57031,18414.30078,18506.41016,87050000,5041.95,5045.18,5025.15,5034.06,1641170000,53.11
7/13/16,664.8,668.7,654.47,654.47,131449000,10474500000,7.86,7.97,7.72,7.84,289681,51798100,10.51,10.59,10.4,10.5,6715660,860770000,NA,NA,NA,NA,NA,NA,4.16,4.18,4.13,4.14,2215370,194119000,1.98,2,1.9,1.93,294296,24510200,0.009293,0.009427,0.00864,0.00868,653997,83638400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00635,0.006437,0.00635,0.006411,942245,224434000,NA,NA,NA,NA,NA,NA,0.199736,0.211846,0.193641,0.193641,103542,19973600,13.32,13.79,12.92,13.04,1342.75,1209.30,139988.39,1015.66,44.87,44.67,18356.7793,18390.16016,18315.75977,18372.11914,80920000,5036.32,5036.38,5002.82,5005.73,1650820000,58.42
7/12/16,648.28,675.26,646.78,664.55,138173000,10213100000,7.97,8.26,7.82,7.84,474628,52526000,10.45,10.76,10.43,10.52,11127700,855555000,NA,NA,NA,NA,NA,NA,4.09,4.21,4.09,4.15,2734250,190754000,1.98,2.08,1.95,1.99,347642,24548500,0.008124,0.009512,0.008124,0.009321,1668430,73117100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006534,0.006593,0.00635,0.00635,977958,230954000,NA,NA,NA,NA,NA,NA,0.216897,0.216977,0.197032,0.199753,136972,21689700,12.93,13.93,12.75,13.55,1342.40,1212.70,140334.48,1018.24,46.82,46.72,18259.11914,18371.94922,18259.11914,18347.66992,90170000,5017.99,5032.10,5009.68,5022.82,1866280000,113.92
7/11/16,648.48,659.63,644.98,647.66,107910000,10215200000,7.44,8.05,7.41,7.96,672593,48979600,10.94,11.01,10.26,10.46,13098000,895670000,NA,NA,NA,NA,NA,NA,4.12,4.19,4.06,4.09,3282920,192038000,1.91,2.03,1.89,1.98,213005,23651500,0.008154,0.00845,0.007984,0.008119,465964,73382400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006671,0.00669,0.00653,0.006534,722627,235803000,NA,NA,NA,NA,NA,NA,0.218048,0.219266,0.207751,0.216697,88437,21804800,13.25,13.67,13,13.54,1357.10,1228.59,139258.79,1044.73,44.73,44.04,18161.5293,18283.90039,18161.5293,18226.92969,80880000,4976.54,5002.50,4976.54,4988.64,1718450000,93.07
7/10/16,650.6,652.29,641.26,649.36,102532000,10247300000,7.35,7.49,7.3,7.42,268877,48381600,10.96,11.01,10.78,10.95,5479240,896899000,NA,NA,NA,NA,NA,NA,4.12,4.15,4.06,4.1,3039620,191996000,1.96,1.96,1.86,1.91,224404,24175800,0.008038,0.008368,0.007906,0.00815,350326,72338200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006672,0.006676,0.006621,0.006674,571047,235818000,NA,NA,NA,NA,NA,NA,0.224557,0.224557,0.203794,0.218331,88774,22455700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.00
7/9/16,666.38,666.38,633.4,650.96,180536000,10493800000,7.47,7.47,7.01,7.36,268561,49132300,11.42,11.46,10.73,10.97,17254800,933946000,NA,NA,NA,NA,NA,NA,4.24,4.24,3.97,4.16,6256370,197337000,1.99,1.99,1.84,1.96,307833,24528700,0.008176,0.008303,0.007914,0.008034,403571,73583800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006717,0.006718,0.006624,0.006679,577447,237423000,NA,NA,NA,NA,NA,NA,0.193691,0.22898,0.190734,0.221057,106202,19369100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.74
7/8/16,640.69,666.71,636.47,666.52,141970000,10086900000,6.98,7.48,6.95,7.45,314761,45903300,10.12,11.52,9.96,11.39,20039800,827090000,NA,NA,NA,NA,NA,NA,4.12,4.23,4.08,4.22,5033530,191626000,1.9,2.02,1.86,1.98,433750,23471600,0.007697,0.008946,0.007697,0.008166,1307980,69275900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006609,0.006715,0.006563,0.006715,604076,233586000,NA,NA,NA,NA,NA,NA,0.233187,0.235791,0.175018,0.193728,203189,23318700,14.64,14.75,13.19,13.2,1354.25,1227.29,136163.06,1044.95,45.37,44.53,17971.2207,18166.76953,17971.2207,18146.74023,93460000,4906.66,4959.00,4901.27,4956.76,1947260000,105.65
7/7/16,678.09,682.43,611.83,640.56,258091000,10673400000,6.98,7.19,6.77,7.03,425808,45914000,10.54,10.57,9.8,10.11,15407200,861144000,NA,NA,NA,NA,NA,NA,4.5,4.53,3.95,4.11,6277860,209306000,1.94,2.11,1.82,1.9,1565910,23934100,0.009346,0.009407,0.007315,0.007649,2017560,84109800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006689,0.006699,0.006495,0.006598,789693,236421000,NA,NA,NA,NA,NA,NA,0.228292,0.235936,0.215656,0.229901,268443,22829200,14.8,15.98,14.33,14.76,1356.70,1225.29,136721.43,1049.02,45.22,45.93,17924.24023,17984.94922,17816.65039,17895.88086,81570000,4867.47,4889.01,4853.68,4876.81,1672770000,117.71
7/6/16,670.42,681.9,670.42,677.33,134961000,10550300000,6.94,7.13,6.9,6.98,243442,45565800,10.58,11.11,10.28,10.53,18137300,864063000,NA,NA,NA,NA,NA,NA,4.46,4.51,4.42,4.47,3238960,207751000,1.73,1.98,1.72,1.94,510090,21273100,0.009461,0.009977,0.009082,0.009398,806001,85150500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006716,0.006743,0.006687,0.006691,600195,237386000,NA,NA,NA,NA,NA,NA,0.21995,0.239176,0.20964,0.228037,218669,21995000,15.87,17.04,14.96,14.96,1366.25,1234.03,137793.14,1060.59,47.37,45.7,17807.4707,17926.91016,17713.44922,17918.61914,93000000,4799.32,4861.05,4786.01,4859.16,1876090000,185.04
7/5/16,683.21,683.49,665.07,670.63,130476000,10749100000,7.09,7.09,6.83,6.99,237373,46521100,11.46,11.52,9.58,10.61,45526900,935730000,NA,NA,NA,NA,NA,NA,4.56,4.56,4.36,4.45,4707390,212025000,1.71,1.74,1.64,1.73,154989,21078100,0.01085,0.010995,0.009086,0.009415,1359130,97650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007029,0.007064,0.006659,0.006699,598865,248438000,NA,NA,NA,NA,NA,NA,0.225309,0.226514,0.20258,0.220016,225635,22530900,16.05,16.62,15.49,15.58,1350.75,1215.91,137175.41,1035.22,46.73,45.64,17904.44922,17904.44922,17785.2793,17840.61914,103650000,4837.06,4839.13,4797.29,4822.90,1690340000,89.02
7/4/16,658.8,683.66,650.51,683.66,92008400,10362700000,7.02,7.24,6.91,7.08,189054,46064500,11.7,11.88,11.39,11.47,12943500,954849000,NA,NA,NA,NA,NA,NA,4.27,4.54,4.21,4.54,5062640,198695000,1.7,1.8,1.66,1.71,151474,20912300,0.01076,0.011465,0.010755,0.010891,1053260,96841800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006621,0.008447,0.006599,0.007028,875970,234021000,NA,NA,NA,NA,NA,NA,0.192834,0.220483,0.189336,0.22048,301807,19283400,NA,NA,NA,NA,1350.75,1212.80,138499.14,1016.44,0,48.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.51
7/3/16,704.97,704.97,649.01,658.66,129512000,11086100000,7.19,7.31,6.99,7.01,259776,47136900,12.12,12.15,11.59,11.72,10588700,989132000,NA,NA,NA,NA,NA,NA,4.66,4.66,4.19,4.25,7659710,216679000,1.75,1.85,1.7,1.7,326072,21541800,0.010538,0.011183,0.01019,0.010768,1352360,94844700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006714,0.006734,0.006582,0.006607,536311,237324000,NA,NA,NA,NA,NA,NA,0.180746,0.208869,0.161257,0.192793,334447,18074600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.63
7/2/16,676.73,703.7,676.4,703.7,112354000,10639600000,7.23,7.43,7.09,7.18,279444,47384100,12.22,12.22,11.95,12.13,8987070,996510000,NA,NA,NA,NA,NA,NA,4.28,4.61,4.24,4.59,16646200,198801000,1.66,1.79,1.64,1.75,228270,20444700,0.010467,0.010944,0.0101,0.010535,1213810,94204800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006788,0.006809,0.006691,0.006699,503769,239945000,NA,NA,NA,NA,NA,NA,0.144975,0.201825,0.138431,0.180402,261410,14497500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.48
7/1/16,672.51,686.15,669.59,676.3,134431000,10570600000,7.13,7.39,7.11,7.24,251575,46722200,12.44,12.49,11.73,12.2,17236500,1014220000,NA,NA,NA,NA,NA,NA,4.19,4.33,4.18,4.26,6987180,194823000,1.59,1.7,1.58,1.66,148728,19525900,0.012402,0.012844,0.009496,0.010477,3648490,111615000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006651,0.006837,0.006633,0.006787,993538,235073000,NA,NA,NA,NA,NA,NA,0.139274,0.151516,0.130633,0.144888,233053,13927400,15.59,15.86,14.61,14.77,1340.00,1203.74,137571.09,1010.18,49.02,47.65,17924.24023,18002.38086,17916.91016,17949.36914,82160000,4837.18,4880.17,4837.17,4862.57,1745130000,108.22
6/30/16,640.59,675.4,636.61,673.34,138980000,10066400000,6.99,7.24,6.94,7.13,331408,45834900,12.6,12.74,12.25,12.46,15801300,1027260000,NA,NA,NA,NA,NA,NA,4.08,4.21,4.04,4.19,2864910,189371000,1.54,1.61,1.5,1.61,232728,18945900,0.010413,0.012911,0.009008,0.012527,4287380,93721500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006778,0.006956,0.00664,0.006657,1046580,239570000,NA,NA,NA,NA,NA,NA,0.143232,0.159229,0.135652,0.139444,311148,14323200,16.91,16.99,15.29,15.63,1320.75,1188.85,135495.74,987.99,48.27,48.05,17712.75977,17930.60938,17711.80078,17929.99023,133030000,4793.75,4843.11,4774.52,4842.67,2171180000,96.08
6/29/16,644.12,644.68,628.28,639.89,142456000,10119600000,6.92,7.05,6.86,6.99,255225,45323300,12.17,13.04,11.69,12.61,26982800,991926000,NA,NA,NA,NA,NA,NA,4.1,4.1,4.03,4.06,2211450,190440000,1.49,1.6,1.46,1.55,314944,18335500,0.012534,0.012778,0.008759,0.010399,6424080,112803000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006775,0.006936,0.00667,0.006777,2063960,239467000,NA,NA,NA,NA,NA,NA,0.146568,0.16607,0.139438,0.145139,234893,14656800,18.12,18.27,16.48,16.64,1321.50,1190.22,135645.35,977.08,49.85,48.4,17456.01953,17704.50977,17456.01953,17694.67969,106380000,4732.93,4787.59,4732.34,4779.25,2116550000,146.63
